"canonical_form_id","court_type","catalogue_form_number","catalogue_official_title","catalogue_procedure_stage","research_status","research_reason","official_form_number","official_title","official_source_url","form_issuing_body","official_version_date","official_effective_from","checked_at","governing_authority_citation","governing_authority_pinpoint","procedural_applicability_status","source_http_status","resume_state","procedural_classification","minimum_new_form_applicability_fact"
"63ddfe10-8596-4744-96a8-dca200303f44","civil","Form 76C","Notice of Readiness for Pre-Trial Conference","conference","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/rules-of-civil-procedure-forms/76c/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"23c2125e-a05b-4900-ae0c-62aad26e9a4a","civil","Form 76D","Trial Management Checklist","trial","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/rules-of-civil-procedure-forms/76d/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"117f44a4-4d37-40de-870a-5682b3230a09","family","Form 08D","8D.1 Application (Dispense with Parentâ€™s Consent to Adoption before Placement)","starting-case","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/family-law-rules-forms/08d/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"28657b4a-75b8-4fdd-b7fe-0b7b70eaadee","family","Form 14B","Motion Form","motion","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/family-law-rules-forms/14b/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"8aeceea0-a948-4a5a-b089-eedc233912e5","family","Form 14C","Confirmation of Motion","motion","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/family-law-rules-forms/14c/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"14cb7bde-0cb6-4d1b-bc6a-85c89c550aa7","family","Form 14D","Order on Motion Without Notice","motion","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","14D","Order on Motion Without Notice","https://ontariocourtforms.on.ca/en/family-law-rules-forms/14d/","Ontario Ministry of the Attorney General, Ontario Court Services","Sept. 1, 2005","May 1, 2006","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"4f1eed91-6a00-4111-b28d-d0231ad385bc","family","Form 15D","Consent Motion to Change Child Support","motion","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/family-law-rules-forms/15d/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"edd91020-9fea-4294-a01c-695236c5b3f6","family","Form 17","Conference Notice","conference","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/family-law-rules-forms/17/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"d2a6b784-5ac5-491e-860c-8b02645d4957","family","Form 17B","Case Conference Brief","conference","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/family-law-rules-forms/17b/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"5310b079-0ede-4b63-8fbc-dbb04319fc66","family","Form 17B","Case conference brief for protection application or status review","starting-case","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/family-law-rules-forms/17b/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"7ef801e0-5296-4019-9e93-ed2853133207","family","Form 17C","Settlement Conference Brief","conference","ambiguous-official-identity","Official page form number matched, but the page title does not exactly match the catalogue title.","17C","Settlement Conference Brief â€“ General","https://ontariocourtforms.on.ca/en/family-law-rules-forms/17c/","Ontario Ministry of the Attorney General, Ontario Court Services","Sept. 1, 2023","Nov. 27, 2023","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","200","needs-manual-official-page-resolution","",""
"2013f42e-7316-4195-8b9e-4598f94f5403","family","Form 17C","Settlement Conference Brief â€“ General","conference","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","17C","Settlement Conference Brief â€“ General","https://ontariocourtforms.on.ca/en/family-law-rules-forms/17c/","Ontario Ministry of the Attorney General, Ontario Court Services","Sept. 1, 2023","Nov. 27, 2023","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"ebb42456-5262-487b-aa9e-a3e4d766e332","family","Form 17D","Settlement Conference Brief for Protection Application","starting-case","ambiguous-official-identity","Official page form number matched, but the page title does not exactly match the catalogue title.","17D","Settlement conference brief for protection application or status review","https://ontariocourtforms.on.ca/en/family-law-rules-forms/17d/","Ontario Ministry of the Attorney General, Ontario Court Services","Sept. 1, 2023","Nov. 27, 2023","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","200","needs-manual-official-page-resolution","",""
"849b3838-b761-4fa6-859e-6e990cb4727a","family","Form 17D","Settlement conference brief for protection application or status review","starting-case","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","17D","Settlement conference brief for protection application or status review","https://ontariocourtforms.on.ca/en/family-law-rules-forms/17d/","Ontario Ministry of the Attorney General, Ontario Court Services","Sept. 1, 2023","Nov. 27, 2023","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"774340f3-e227-4422-87c8-5ea2ff988d7d","family","Form 17E","Trial Management Conference Brief","conference","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","17E","Trial Management Conference Brief","https://ontariocourtforms.on.ca/en/family-law-rules-forms/17e/","Ontario Ministry of the Attorney General, Ontario Court Services","Sept. 1, 2023","Nov. 27, 2023","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"daabe088-303b-43ac-8444-c668ebd05230","family","Form 17F","Confirmation of Conference","conference","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/family-law-rules-forms/17f/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"c3883a2e-2e38-41fc-b7d1-c3320e291344","family","Form 23C","Affidavit for Uncontested Trial","trial","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/family-law-rules-forms/23c/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"d4333a87-a8d4-4d47-808a-dfa1b60ede7a","family","Form 25D","Order (Uncontested Trial)","trial","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","25D","Order (Uncontested Trial)","https://ontariocourtforms.on.ca/en/family-law-rules-forms/25d/","Ontario Ministry of the Attorney General, Ontario Court Services","Dec. 1, 2020","March 1, 2021","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"947edd92-282d-4aae-8f86-c0fd825d24eb","family","Form 25G","Restraining Order on Motion without Notice","motion","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","25G","Restraining Order on Motion without Notice","https://ontariocourtforms.on.ca/en/family-law-rules-forms/25g/","Ontario Ministry of the Attorney General, Ontario Court Services","Sept. 1, 2009","Oct. 15, 2009","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"c5c5cb7c-d617-4e0f-9bdf-d351d33e8af7","family","Form 26A","Affidavit of Enforcement Expenses","enforcement","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","26A","Affidavit of Enforcement Expenses","https://ontariocourtforms.on.ca/en/family-law-rules-forms/26a/","Ontario Ministry of the Attorney General, Ontario Court Services","April 12, 2016","July 1, 2016","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"15711dc5-a6e6-4c12-b9c1-b1d9a982efc3","family","Form 26C","Notice of Transfer of Enforcement","enforcement","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","26C","Notice of Transfer of Enforcement","https://ontariocourtforms.on.ca/en/family-law-rules-forms/26c/","Ontario Ministry of the Attorney General, Ontario Court Services","April 12, 2016","July 1, 2016","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"232d5817-e2d1-4960-a5c6-9d358d84d60e","family","Form 27","Enforcement Form","enforcement","ambiguous-official-identity","Official page form number matched, but the page title does not exactly match the catalogue title.","27","Request for Financial Statement","https://ontariocourtforms.on.ca/en/family-law-rules-forms/27/","Ontario Ministry of the Attorney General, Ontario Court Services","April 12, 2016","July 1, 2016","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","200","needs-manual-official-page-resolution","",""
"42e5c374-4f93-4542-99ca-2de1145d8828","family","Form 27A","Enforcement Form","enforcement","ambiguous-official-identity","Official page form number matched, but the page title does not exactly match the catalogue title.","27A","Request for Statement of Income","https://ontariocourtforms.on.ca/en/family-law-rules-forms/27a/","Ontario Ministry of the Attorney General, Ontario Court Services","April 12, 2016","July 1, 2016","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","200","needs-manual-official-page-resolution","",""
"ab1f9c76-2d70-4798-bcd8-77080920e906","family","Form 27B","Enforcement Form","enforcement","ambiguous-official-identity","Official page form number matched, but the page title does not exactly match the catalogue title.","27B","Statement of Income from Income Source","https://ontariocourtforms.on.ca/en/family-law-rules-forms/27b/","Ontario Ministry of the Attorney General, Ontario Court Services","Sept. 1, 2005","May 1, 2006","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","200","needs-manual-official-page-resolution","",""
"4c566883-1256-47ce-bedb-381a0aabae69","family","Form 27C","Enforcement Form","enforcement","ambiguous-official-identity","Official page form number matched, but the page title does not exactly match the catalogue title.","27C","Appointment for Financial Examination","https://ontariocourtforms.on.ca/en/family-law-rules-forms/27c/","Ontario Ministry of the Attorney General, Ontario Court Services","April 12, 2016","July 1, 2016","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","200","needs-manual-official-page-resolution","",""
"a48e2d14-0d7d-47fe-bed4-3c2f04b64652","family","Form 28","Continuing Record / Trial Record Form","trial","ambiguous-official-identity","Official page form number matched, but the page title does not exactly match the catalogue title.","28","Writ of Seizure and Sale","https://ontariocourtforms.on.ca/en/family-law-rules-forms/28/","Ontario Ministry of the Attorney General, Ontario Court Services","April 12, 2016","July 1, 2016","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","200","needs-manual-official-page-resolution","",""
"6f7b1e2e-e5c7-454d-8b4a-00cbd0966f3b","family","Form 28","Writ of Seizure and Sale","enforcement","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","28","Writ of Seizure and Sale","https://ontariocourtforms.on.ca/en/family-law-rules-forms/28/","Ontario Ministry of the Attorney General, Ontario Court Services","April 12, 2016","July 1, 2016","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"40cf81b9-29a4-428c-b2a9-929c5d4e4309","family","Form 28A","Continuing Record / Trial Record Form","trial","ambiguous-official-identity","Official page form number matched, but the page title does not exactly match the catalogue title.","28A","Request for Writ of Seizure and Sale","https://ontariocourtforms.on.ca/en/family-law-rules-forms/28a/","Ontario Ministry of the Attorney General, Ontario Court Services","Sept. 1, 2005","May 1, 2006","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","200","needs-manual-official-page-resolution","",""
"0fac8399-8f12-4704-9c8b-5ca70166c0e3","family","Form 28A","Request for Writ of Seizure and Sale","enforcement","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","28A","Request for Writ of Seizure and Sale","https://ontariocourtforms.on.ca/en/family-law-rules-forms/28a/","Ontario Ministry of the Attorney General, Ontario Court Services","Sept. 1, 2005","May 1, 2006","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"a16a99a6-1cd8-48d5-be40-782b988e3153","family","Form 28C","Continuing Record / Trial Record Form","trial","ambiguous-official-identity","Official page form number matched, but the page title does not exactly match the catalogue title.","28C","Writ of Temporary Seizure","https://ontariocourtforms.on.ca/en/family-law-rules-forms/28c/","Ontario Ministry of the Attorney General, Ontario Court Services","Sept. 1, 2005","May 1, 2006","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","200","needs-manual-official-page-resolution","",""
"709ee8a6-8888-4cea-b9c9-91211768b00c","family","Form 28C","Writ of Temporary Seizure","enforcement","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","28C","Writ of Temporary Seizure","https://ontariocourtforms.on.ca/en/family-law-rules-forms/28c/","Ontario Ministry of the Attorney General, Ontario Court Services","Sept. 1, 2005","May 1, 2006","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"4895a00d-088b-4614-b899-4e96b8b46acd","family","Form 29","Request for Garnishment","enforcement","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","29","Request for Garnishment","https://ontariocourtforms.on.ca/en/family-law-rules-forms/29/","Ontario Ministry of the Attorney General, Ontario Court Services","April 12, 2016","July 1, 2016","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"a59271c7-4b42-495b-b726-944d49445f80","family","Form 29A","Notice of Garnishment (Lump-Sum Debt)","enforcement","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","29A","Notice of Garnishment (Lump-Sum Debt)","https://ontariocourtforms.on.ca/en/family-law-rules-forms/29a/","Ontario Ministry of the Attorney General, Ontario Court Services","April 12, 2016","July 1, 2016","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"c497607d-e4c0-42ee-9ae5-6f7eac657bc8","family","Form 29B","Notice of Garnishment (Periodic Debt)","enforcement","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","29B","Notice of Garnishment (Periodic Debt)","https://ontariocourtforms.on.ca/en/family-law-rules-forms/29b/","Ontario Ministry of the Attorney General, Ontario Court Services","April 12, 2016","July 1, 2016","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"a5690d33-1639-4e17-a9d5-12cadc29d7a3","family","Form 29H","Notice of Garnishment Hearing","enforcement","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","29H","Notice of Garnishment Hearing","https://ontariocourtforms.on.ca/en/family-law-rules-forms/29h/","Ontario Ministry of the Attorney General, Ontario Court Services","Sept. 1, 2005","May 1, 2006","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"ef69c606-bc84-459f-9d3b-1cd66ac97ab0","family","Form 29I","Notice to Stop Garnishment","enforcement","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","29I","Notice to Stop Garnishment","https://ontariocourtforms.on.ca/en/family-law-rules-forms/29i/","Ontario Ministry of the Attorney General, Ontario Court Services","Sept. 1, 2005","May 1, 2006","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"2c08c7df-f2d2-4ff2-8306-19db998c9c54","family","Form 31","Contempt Motion","motion","ambiguous-official-identity","Official page form number matched, but the page title does not exactly match the catalogue title.","31","Notice of Contempt Motion","https://ontariocourtforms.on.ca/en/family-law-rules-forms/31/","Ontario Ministry of the Attorney General, Ontario Court Services","Sept. 1, 2005","May 1, 2006","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","200","needs-manual-official-page-resolution","",""
"de9a377d-ab1d-4e4c-a462-c532a7c3ec21","family","Form 31","Notice of Contempt Motion","motion","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","31","Notice of Contempt Motion","https://ontariocourtforms.on.ca/en/family-law-rules-forms/31/","Ontario Ministry of the Attorney General, Ontario Court Services","Sept. 1, 2005","May 1, 2006","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"85a40ed6-2ff2-4340-8dcc-84fba5fa7986","family","Form 32","1A Dispute of Request for Enforcement","enforcement","ambiguous-official-identity","Official page form number matched, but the page title does not exactly match the catalogue title.","32","Bond (Recognizance)","https://ontariocourtforms.on.ca/en/family-law-rules-forms/32/","Ontario Ministry of the Attorney General, Ontario Court Services","Sept. 1, 2005","May 1, 2006","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","200","needs-manual-official-page-resolution","",""
"70e3ac03-88c8-4602-b950-d084a8378e26","family","Form 32A","Notice of Forfeiture Motion","motion","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","32A","Notice of Forfeiture Motion","https://ontariocourtforms.on.ca/en/family-law-rules-forms/32a/","Ontario Ministry of the Attorney General, Ontario Court Services","Sept. 1, 2005","May 1, 2006","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"c51b3a08-0498-486b-8f3b-cfdc1f673ae3","family","Form 33B","1 Answer and plan of care (parties other than Childrenâ€™s Aid Society)","responding","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/family-law-rules-forms/33b/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"4e2e7d7b-bd3e-4cd7-8732-8f5e0d92e625","family","Form 33B.2","Answer (Child, Youth and Family Services Act, 2017 cases other than child protection and status review)","responding","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/family-law-rules-forms/33b2/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"741f4467-7e77-4864-ba92-cdb6afcc7ca7","family","Form 34L","Application for openness order","starting-case","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/family-law-rules-forms/34l/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"412144d0-4ba3-4318-ab1e-96072c622125","family","Form 34M","Consent to openness order under s. 194 of the Child, Youth and Family Services Act, 2017","already-started","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/family-law-rules-forms/34m/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"fbef45d4-0e43-4b62-969b-01fa11844d22","family","Form 34M.1","Consent to openness order under s. 196 or 197 of the Child, Youth and Family Services Act, 2017","already-started","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/family-law-rules-forms/34m1/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"df9bdd7a-3858-478e-be28-8888c0926b9e","family","Form 34N","Application to change or terminate openness order","starting-case","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/family-law-rules-forms/34n/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"32a15f48-1a85-4d1f-b8ff-8894d441f061","family","Form 6","Acknowledgment of Service","already-started","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","6","Acknowledgment of Service","https://ontariocourtforms.on.ca/en/family-law-rules-forms/6/","Ontario Ministry of the Attorney General, Ontario Court Services","Sept. 1, 2005","May 1, 2006","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"d15846ca-8798-4f52-bd04-1a262663301a","family","Form 6A","Acknowledgment of Service","already-started","ambiguous-official-identity","Official page form number matched, but the page title does not exactly match the catalogue title.","6A","Advertisement","https://ontariocourtforms.on.ca/en/family-law-rules-forms/6a/","Ontario Ministry of the Attorney General, Ontario Court Services","March 19, 2015","June 10, 2015","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","200","needs-manual-official-page-resolution","",""
"2d94df40-4985-49e6-a136-9d1a6dd7cb1d","family","Form 6C","Lawyer or Paralegal's Certificate of Service","already-started","ambiguous-official-identity","Official page form number matched, but the page title does not exactly match the catalogue title.","6C","Lawyer or Paralegal&#39;s Certificate of Service","https://ontariocourtforms.on.ca/en/family-law-rules-forms/6c/","Ontario Ministry of the Attorney General, Ontario Court Services","April 1, 2023","July 1, 2023","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","200","needs-manual-official-page-resolution","",""
"395dc0c0-05ce-41f6-b944-a75ab756c279","family","Form 8B","Application (child protection and status review)","starting-case","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","8B","Application (child protection and status review)","https://ontariocourtforms.on.ca/en/family-law-rules-forms/8b/","Ontario Ministry of the Attorney General, Ontario Court Services","Feb. 1, 2022","May 1, 2022","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"2f7422d0-e52b-4d91-b30f-56fc7f92c2a6","family","Form 8B.1","Application (status review for child in extended society care and child formerly in extended society care)","starting-case","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/family-law-rules-forms/8b1/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"0b151de6-e408-4bf9-9a84-d03a4b6f7aa3","family","Form 8B.2","Application (general) (Child, Youth and Family Services Act, 2017 cases other than child protection and status review)","starting-case","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/family-law-rules-forms/8b2/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"e58550c7-6572-4492-9a53-a9454472653c","family","Form 8C","Application (secure treatment)","starting-case","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/family-law-rules-forms/8c/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"50666c7e-aec0-4f5d-aab7-225d220da5c0","family","Form 8D","Application (adoption)","starting-case","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","8D","Application (adoption)","https://ontariocourtforms.on.ca/en/family-law-rules-forms/8d/","Ontario Ministry of the Attorney General, Ontario Court Services","May 26, 2025","July 3, 2025","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
"4300c97c-a430-45b4-b7cb-da90f0d9be20","small-claims","Form 11","3A Notice of Discontinued Claim","starting-case","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/11/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"3915228f-c604-43b8-9406-cf158d057137","small-claims","Form 11A","Notice of Motion and Supporting Affidavit","motion","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/11a/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"c64b6ee4-f865-4da7-a8e9-6d26762d7098","small-claims","Form 15A","Notice of Motion and Supporting Affidavit","motion","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/15a/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"6cdaec7b-5e8b-4f31-a360-580fc85660d3","small-claims","Form 15A","Notice of Motion and Supporting Affidavit .","motion","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/15a/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"f7ba6b3f-ad58-49f2-8c1d-affc12835d2f","small-claims","Form 20A","Notice of Garnishment","enforcement","ambiguous-official-identity","Official page form number matched, but the page title does not exactly match the catalogue title.","20A","Certificate of Judgment","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/20a/","Ontario Ministry of the Attorney General, Ontario Court Services","Jan. 23, 2014","July 18, 2014","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","200","needs-manual-official-page-resolution","",""
"2f3b3dbb-0799-4d81-bcc3-03c2116dfe4d","small-claims","Form 20B","Affidavit for Enforcement Request","enforcement","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/20b/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"1a170388-b11c-4642-a61a-bb95cb6da8ac","small-claims","Form 20B","Writ of Delivery","enforcement","unavailable-official-page","No current official page was returned at the deterministic official-form URL; do not infer an alternate source.","","","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/20b/","","","","2026-08-11","","","review-required—no rule/applicability certification in provenance pass","404","needs-manual-official-page-resolution","",""
"39a9d6fc-b76a-426c-a54c-29a0c3be226f","small-claims","Form 20C","Writ of Seizure and Sale of Personal Property","enforcement","verified-catalogue-source","Official Ontario Court Forms page number and title match the active canonical catalogue record.","20C","Writ of Seizure and Sale of Personal Property","https://ontariocourtforms.on.ca/en/rules-of-the-small-claims-court-forms/20c/","Ontario Ministry of the Attorney General, Ontario Court Services","May 1, 2025","Oct. 6, 2025","2026-08-11","","","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required.","200","complete-catalogue-provenance","insufficient-official-rule-support",""
